ID,LONG_AXIS,PIXEL_SCALE,ROUNDNESS,SHORT_AXIS,SURFACE,VOLUME
4443,1.6441183,9.0420000,0.94205007,1.5488418,8.0000000,12.390734
4444,2.3230786,9.0420000,0.64880622,1.5072278,11.000000,16.579506
4445,2.3614679,9.0420000,0.79912381,1.8871052,14.000000,26.419473
4446,1.7262677,9.0420000,1.0681540,1.8439197,10.000000,18.439197
4447,5.8215381,9.0420000,0.26298602,1.5309832,28.000000,42.867528
4448,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4449,1.7670453,9.0420000,0.71359667,1.2609576,7.0000000,8.8267034
4450,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4451,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4452,1.5811388,9.0420000,0.76394373,1.2079011,6.0000000,7.2474065
4453,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4454,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4455,1.6703663,9.0420000,1.0267607,1.7150664,9.0000000,15.435597
4456,4.2032368,9.0420000,0.45042492,1.8932426,25.000000,47.331066
4457,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4458,3.0651365,9.0420000,0.60984995,1.8692733,18.000000,33.646920
4459,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4460,2.7208046,9.0420000,0.51598451,1.4038930,12.000000,16.846716
4461,1.4142136,9.0420000,1.4323945,2.0257117,9.0000000,18.231405
4462,1.8110770,9.0420000,0.48522849,0.87878616,5.0000000,4.3939308
4463,1.8719328,9.0420000,0.99922278,1.8704778,11.000000,20.575256
4464,1.9565595,9.0420000,0.66520270,1.3015087,8.0000000,10.412069
4465,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4466,1.4142136,9.0420000,1.4323945,2.0257117,9.0000000,18.231405
4467,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4468,3.1313824,9.0420000,0.38954638,1.2198187,12.000000,14.637824
4469,1.8027756,9.0420000,0.97941503,1.7656656,10.000000,17.656656
4470,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4471,2.2798094,9.0420000,0.55118268,1.2565914,9.0000000,11.309323
4472,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4473,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
